id,kommune,letter,party,name,answers
1,albertslund,A,Socialdemokratiet,Steen Christiansen,114442511144444
1,albertslund,A,Socialdemokratiet,Flemming Jørgensen,321213411232244
1,albertslund,A,Socialdemokratiet,Tina Christiansen,000000000000000
1,albertslund,A,Socialdemokratiet,Paw Østergaard Jensen,134254233211322
1,albertslund,A,Socialdemokratiet,Nils Jensen,121353311343252
1,albertslund,A,Socialdemokratiet,Dogan Polat,141255331242344
1,albertslund,A,Socialdemokratiet,Susanne Storm Lind,123124314224454
1,albertslund,A,Socialdemokratiet,Marianne Burchall,221253343443324
1,albertslund,A,Socialdemokratiet,Jane Nannberg,000000000000000
1,albertslund,A,Socialdemokratiet,Ole Borgstrøm,212315333244343
1,albertslund,A,Socialdemokratiet,Carsten Larsen,211244432224445
1,albertslund,A,Socialdemokratiet,Jørn Jensby,223244314223344
1,albertslund,A,Socialdemokratiet,Henrik Seidenfaden,000000000000000
1,albertslund,A,Socialdemokratiet,Qasir Mirza,213155511115555
1,albertslund,A,Socialdemokratiet,Lasse Wilson Crüger,351311533345354
1,albertslund,A,Socialdemokratiet,Lars Alexander Clark,132355433345445
1,albertslund,B,Radikale Venstre,Dennis Schmock,142455552225254
1,albertslund,B,Radikale Venstre,Morten Bjørn,224545343424344
1,albertslund,B,Radikale Venstre,Steffen Wegner Høyer,144455551414255
1,albertslund,B,Radikale Venstre,Hediye Temiz,452555451145455
1,albertslund,B,Radikale Venstre,Jacob Juul Pedersen,243445233425344
1,albertslund,B,Radikale Venstre,Morten Loof Andersen,312550211140532
1,albertslund,B,Radikale Venstre,Lene Dræbye,000000000000324
1,albertslund,C,Det Konservative Folkeparti,Lars Gravgaard Hansen,415544333453553
1,albertslund,C,Det Konservative Folkeparti,Nils Jul Gjerlev,335542412453543
1,albertslund,C,Det Konservative Folkeparti,Tina Graugaard,415554423353553
1,albertslund,C,Det Konservative Folkeparti,Henrik Hertz,315525225352545
1,albertslund,C,Det Konservative Folkeparti,Billal Zahoor,425554323243532
1,albertslund,C,Det Konservative Folkeparti,Kim Lippert,425534115555351
1,albertslund,C,Det Konservative Folkeparti,Kira Kruse Willmarst,415554314454543
1,albertslund,F,SF - Socialistisk Folkeparti,Leif Pedersen,113155551245155
1,albertslund,F,SF - Socialistisk Folkeparti,Mehmet Kücükakin,212255451225255
1,albertslund,F,SF - Socialistisk Folkeparti,Birgit Hauer,111255431133134
1,albertslund,F,SF - Socialistisk Folkeparti,Vivi Nør Jacobsen,112255441412254
1,albertslund,F,SF - Socialistisk Folkeparti,Bülent Filikci,115355533355123
1,albertslund,F,SF - Socialistisk Folkeparti,Gül Øzcan,411555551155555
1,albertslund,F,SF - Socialistisk Folkeparti,Søren Vinzent,000000000000000
1,albertslund,F,SF - Socialistisk Folkeparti,Else Dahl Morthorst,000000000000000
1,albertslund,F,SF - Socialistisk Folkeparti,Inge Dahn,121245541135245
1,albertslund,F,SF - Socialistisk Folkeparti,Niels Landvad,111155451145125
1,albertslund,F,SF - Socialistisk Folkeparti,Renè Meyrowitsch,000000000000000
1,albertslund,I,Liberal Alliance,Michael Melchert,335523414442551
1,albertslund,I,Liberal Alliance,Carl Andersen,545512214551551
1,albertslund,I,Liberal Alliance,Andreas Sklander,555522214551451
1,albertslund,I,Liberal Alliance,Daniel Fink,545512214453552
1,albertslund,I,Liberal Alliance,Eyð Hammer,535521233353431
1,albertslund,N,Nationalpartiet,Irfan Anwar,221245151254421
1,albertslund,O,Dansk Folkeparti,Danni Olsen,312553515551551
1,albertslund,O,Dansk Folkeparti,Allan Høyer,223545215541441
1,albertslund,O,Dansk Folkeparti,Joan Marquardt,223445315411452
1,albertslund,O,Dansk Folkeparti,Glyn Hansen,344543515442551
1,albertslund,O,Dansk Folkeparti,Tina B. Nielsen,233455314431552
1,albertslund,O,Dansk Folkeparti,Ole Larsen,115545515141341
1,albertslund,O,Dansk Folkeparti,Winnie Duncan,000000000000000
1,albertslund,O,Dansk Folkeparti,Nicolai Larsen,000000000000000
1,albertslund,O,Dansk Folkeparti,Thomas Gantzel Marquardt,424255415323451
1,albertslund,O,Dansk Folkeparti,Ditte Nielsen,111115555155555
1,albertslund,O,Dansk Folkeparti,Jimmi Gantzel,000000000000000
1,albertslund,P,Stram Kurs,C. M. Hansen,000000000000000
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Brian Palmund,414131414341541
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Sofie Amalie Blomsterberg,424542414543531
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Claus Rasmussen,525525414553551
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Susanne Blomsterberg,000000000000000
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Rune Buhl Frederiksen,425532413442521
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Jørgen Nyborg Andreassen,455553114441521
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Henrik Berthou-Berthelsen,445545515514555
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Heidi Berthou-Berthelsen,000000000000000
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Ulla Pawrup,254535313421503
1,albertslund,V,"Venstre, Danmarks Liberale Parti",Per Hvitved,000000000000000
1,albertslund,Æ,Albertslund Lokalliste,Tonni Thygesen,000000000000000
1,albertslund,Æ,Albertslund Lokalliste,Elmer Jensen,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Helge Bo Jensen,113555551115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Lene Rygaard Jessen,113335553115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Fedai Celim,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Ebbe Rand Jørgensen,112425551115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Ulla Elsted Jensen,112445551115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Stig Larsen,111355453135155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Bodil Marie Garde,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Kim Olesen,111255552115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Jeppe Milthers,121355551115155
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Edibe Baran,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Karl Neumann,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Necdet Gökce,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Kurt Olsen,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Alice Jensen,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Lars Bremer,000000000000000
1,albertslund,Ø,Enhedslisten - De Rød-Grønne,Lone Helmstedt,000000000000000
1,albertslund,Å,Alternativet,Kenni Flink,143255552245355
1,albertslund,Å,Alternativet,Michael Jonasen,251355551215145
1,albertslund,Å,Alternativet,Mikkel Skovby Jensen,142355551225154
1,albertslund,Å,Alternativet,Diana Vang,342355343425155
17,alleroed,A,Socialdemokratiet,Miki Dam Larsen,211254441244245
17,alleroed,A,Socialdemokratiet,Jesper Holdflod Pallesen,241444433224424
17,alleroed,A,Socialdemokratiet,Theodore Gbouable,000000000000000
17,alleroed,A,Socialdemokratiet,Bettina Hauge,241145441115124
17,alleroed,A,Socialdemokratiet,Nicolai Pallisborg,131451441245124
17,alleroed,A,Socialdemokratiet,Vibeke Munk,000000000000000
17,alleroed,A,Socialdemokratiet,Kasper Ljung Pedersen,111125533215554
17,alleroed,A,Socialdemokratiet,Bjarne Ørgaard Jensen,121254432134234
17,alleroed,A,Socialdemokratiet,Elise Høver,000000000000000
17,alleroed,A,Socialdemokratiet,Michael Rodriguez,121245521124241
17,alleroed,A,Socialdemokratiet,Vibeke Højbjerg,211234451245225
17,alleroed,A,Socialdemokratiet,Kjeld Ersted Sørensen,000000000000000
17,alleroed,A,Socialdemokratiet,Jørgen Jensen,000000000000000
17,alleroed,B,Radikale Venstre,Klaus Fisker,123455512145142
17,alleroed,B,Radikale Venstre,Merete Kjølholm,243452251245224
17,alleroed,B,Radikale Venstre,Henrik Kragelund Jansson,221455541255314
17,alleroed,B,Radikale Venstre,Jytte Agerup,241454452225224
17,alleroed,B,Radikale Venstre,Carsten Andersen,000000000000000
17,alleroed,B,Radikale Venstre,Vibeke Arndt Skak Jensen,123155531115344
17,alleroed,B,Radikale Venstre,Bodil Schultz,000000000000000
17,alleroed,B,Radikale Venstre,Peter Andreas Krogsgaard,222554243245314
17,alleroed,B,Radikale Venstre,Ebbe Schultz,000000000000000
17,alleroed,C,Det Konservative Folkeparti,Jørgen Johansen,444552422244442
17,alleroed,C,Det Konservative Folkeparti,Erik Lund,235131112352453
17,alleroed,C,Det Konservative Folkeparti,Martin H. Wolffbrandt,445255411155152
17,alleroed,C,Det Konservative Folkeparti,Lars Bacher,455544452154452
17,alleroed,C,Det Konservative Folkeparti,Poul Albrechtsen,000000000000000
17,alleroed,C,Det Konservative Folkeparti,Clara Boa,345544323143453
17,alleroed,C,Det Konservative Folkeparti,Axel Nielsen,000000000000000
17,alleroed,C,Det Konservative Folkeparti,Johnny Lehmann,213555333554352
17,alleroed,C,Det Konservative Folkeparti,Rune Ammitzbøll  Langholm,212545515115555
17,alleroed,C,Det Konservative Folkeparti,Jeanette Oxfeldt,441145411253452
17,alleroed,C,Det Konservative Folkeparti,Rasmus Mahler,435545323244201
17,alleroed,C,Det Konservative Folkeparti,Christa Stæger,445422423234351
17,alleroed,C,Det Konservative Folkeparti,Martin Carl,344324312355352
17,alleroed,C,Det Konservative Folkeparti,Sanni Buresund,000000000000000
17,alleroed,C,Det Konservative Folkeparti,Stig Grevy,244144523223415
17,alleroed,C,Det Konservative Folkeparti,Faruk Kilic,335525511155554
17,alleroed,D,Nye Borgerlige,Jesper Hammer,515511415255533
17,alleroed,D,Nye Borgerlige,John Jensen,415521115114554
17,alleroed,D,Nye Borgerlige,Per Møller Andersen,415545415545451
17,alleroed,E,Vores Allerød,Viggo Janum,442555515415555
17,alleroed,E,Vores Allerød,Flemming Ipsen,311535441444444
17,alleroed,E,Vores Allerød,Thomas Pedersen,000000000000000
17,alleroed,E,Vores Allerød,Tina Nikolajsen,000000000000000
17,alleroed,E,Vores Allerød,Søren Jakobsen,553445223154554
17,alleroed,E,Vores Allerød,Inger Piper,000000000000000
17,alleroed,E,Vores Allerød,Jesper Lander,000000000000000
17,alleroed,E,Vores Allerød,Luca Ripullone,000000000000000
17,alleroed,F,SF - Socialistisk Folkeparti,Nikolaj Bührmann,141234432245244
17,alleroed,F,SF - Socialistisk Folkeparti,Anders Damm-Frydenberg,121155531145155
17,alleroed,F,SF - Socialistisk Folkeparti,Susan Lund Andersen,111155442325225
17,alleroed,F,SF - Socialistisk Folkeparti,Jørgen Ekstrøm Jakobsen,231155551115255
17,alleroed,F,SF - Socialistisk Folkeparti,Jalila Rachi,000000000000000
17,alleroed,F,SF - Socialistisk Folkeparti,Anne-Marie Langhans,000000000000000
17,alleroed,F,SF - Socialistisk Folkeparti,Signe Schløer,231255451124244
17,alleroed,F,SF - Socialistisk Folkeparti,Nina Madsen,111222553115325
17,alleroed,F,SF - Socialistisk Folkeparti,Camilla Damm-Frydenberg,000000000000000
17,alleroed,F,SF - Socialistisk Folkeparti,Ole Holm-Møller,121155542145225
17,alleroed,F,SF - Socialistisk Folkeparti,Lise Tarp,000000000000000
17,alleroed,H,Borgerlig Velfærd,John Køhler,423434311354333
17,alleroed,H,Borgerlig Velfærd,Lise Oline Larsen,434225423345322
17,alleroed,H,Borgerlig Velfærd,Michael Metzsch,000000000000000
17,alleroed,I,Liberal Alliance,Christian Hauge Lundgaard,545512324453451
17,alleroed,I,Liberal Alliance,Magnus Denlov,535511215553151
17,alleroed,I,Liberal Alliance,Palle Christiansen,525525314352551
17,alleroed,I,Liberal Alliance,Steffen Møller,545545313353153
17,alleroed,M,Ny Madordning,Walther Thomsen,000000000000000
17,alleroed,O,Dansk Folkeparti,Else-Marie Velds Madsen,131525515155555
17,alleroed,O,Dansk Folkeparti,Svend Aage R. Hansen,000000000000000
17,alleroed,O,Dansk Folkeparti,Vagn Ove Lund,122544254445541
17,alleroed,O,Dansk Folkeparti,John Knudsen,000000000000000
17,alleroed,R,Blovstrød Listen,Erling Petersen,000000000000000
17,alleroed,R,Blovstrød Listen,Gitte Damgård,332545423335345
17,alleroed,R,Blovstrød Listen,Hanne Lindstrøm Nielsen,414515313354345
17,alleroed,R,Blovstrød Listen,Michael Even Hansen,000000000000000
17,alleroed,R,Blovstrød Listen,Harris Spangshauge,000000000000000
17,alleroed,R,Blovstrød Listen,Kathe Hauptstein Nilsson,000000000000000
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Karsten Längerich,434522322353531
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Olav B Christensen,424543323244441
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Evan Winther Stæhr,424424344454542
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Niels Kirkegaard,443535341155555
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Esben Buchwald,344513424355441
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Lone Hansen,444514322132454
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Gunnar Lohmann,425522113251351
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Lisbeth Skov,343415523344442
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Kitt Svane,221245413255512
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Carsten Rasmussen,422543315454454
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Mari Bathny,000000000000000
17,alleroed,V,"Venstre, Danmarks Liberale Parti",Johnny Winsløw,324433313253433
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Rasmus Keis Neerbek,111235351125155
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Anne Lise Schmidt,131145541135155
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Sebastian Müller Nielsen,112155452215154
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Dorte Reehaug,111455351315155
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Lars Sørensen,151115551115155
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Saiar Youssef,000000000000000
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Lone Nielsen,113135331155153
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Troels Jacobsen,123245552125145
17,alleroed,Ø,Enhedslisten - De Rød-Grønne,Anja Miehe-Renard,000000000000000
17,alleroed,Å,Alternativet,Lea Herdal,121145551155155
17,alleroed,Å,Alternativet,Jørgen Haas,234245554235325
17,alleroed,Å,Alternativet,Heidi Kruse,000000000000000
17,alleroed,Å,Alternativet,John Damm Scheuer,000000000000000
17,alleroed,Å,Alternativet,Karen Stevnbak Andersen,000000000000000
17,alleroed,Å,Alternativet,Anette Damm Scheuer,000000000000000
47,assens,A,Socialdemokratiet,Charlotte Vincent Petersen,141455541135324
47,assens,A,Socialdemokratiet,Finn Brunse,123244541125114
47,assens,A,Socialdemokratiet,Berit Schaldemose,121254451225214
47,assens,A,Socialdemokratiet,Charlotte Christiansen,113154551134313
47,assens,A,Socialdemokratiet,Leif Rothe Rasmussen,121455551335424
47,assens,A,Socialdemokratiet,Ashil Farokh,242254451244434
47,assens,A,Socialdemokratiet,Eva Larsen,140455554214533
47,assens,A,Socialdemokratiet,Henrik Hansen,121245541125124
47,assens,A,Socialdemokratiet,Sara Emil Baaring,111535523313153
47,assens,A,Socialdemokratiet,Lone Hegaard Andersen,121444541115152
47,assens,A,Socialdemokratiet,Elmer Philipsen,121245541124221
47,assens,A,Socialdemokratiet,Jørgen Bladt,113155543145444
47,assens,A,Socialdemokratiet,Steffen Skov,221253442115244
47,assens,A,Socialdemokratiet,Jacob Schreiner,111355444112222
47,assens,A,Socialdemokratiet,Poul Hansen,141255541115134
47,assens,A,Socialdemokratiet,Brian Fredholm,121155433215312
47,assens,A,Socialdemokratiet,Helge Kold,121554544355324
47,assens,A,Socialdemokratiet,Mikael Jensen,121445533333531
47,assens,A,Socialdemokratiet,Arne Dencker,233454333335040
47,assens,A,Socialdemokratiet,Lone Nielsen,000000000000000
47,assens,B,Radikale Venstre,Poul Henrik Poulsen,131253551135124
47,assens,B,Radikale Venstre,Jeanne Winther Ejlskov Hust,122555332225443
47,assens,B,Radikale Venstre,Karsten Langberg Jørgensen,231241443125154
47,assens,B,Radikale Venstre,Troels Beck,000000000000000
47,assens,B,Radikale Venstre,Willy Hansen,141345443335313
47,assens,B,Radikale Venstre,Jørgen Bang,000000000000000
47,assens,B,Radikale Venstre,Karen Bach Nøhr,000000000000000
47,assens,B,Radikale Venstre,Preben Danielsen,141153541145234
47,assens,C,Det Konservative Folkeparti,Ena Kidholm Nørgaard,124555441144554
47,assens,C,Det Konservative Folkeparti,Andreas Hallander Thiel,444555423155551
47,assens,C,Det Konservative Folkeparti,Søren Thomsen,435524324153541
47,assens,C,Det Konservative Folkeparti,Karina Iben Christensen,444344252144442
47,assens,C,Det Konservative Folkeparti,Jens Christian Arendt,000000000000000
47,assens,C,Det Konservative Folkeparti,Vagn Top,524523321253551
47,assens,C,Det Konservative Folkeparti,Lars Skjærris,123454423114541
47,assens,C,Det Konservative Folkeparti,Lars Clausen,455525515355551
47,assens,F,SF - Socialistisk Folkeparti,Mogens Mulle Johansen,121453541115141
47,assens,F,SF - Socialistisk Folkeparti,Flemming Risskov Jørgensen,141135543145154
47,assens,F,SF - Socialistisk Folkeparti,Mette Karlsson,131135541155334
47,assens,F,SF - Socialistisk Folkeparti,Hans Peter Lund,000000000000000
47,assens,F,SF - Socialistisk Folkeparti,Poul Erik Kristiansen,000000000000000
47,assens,F,SF - Socialistisk Folkeparti,Jens Keld Petersen,113154543155144
47,assens,F,SF - Socialistisk Folkeparti,Henning Bentsen Petersen,000000000000000
47,assens,F,SF - Socialistisk Folkeparti,Hans Glæsel,000000000000000
47,assens,F,SF - Socialistisk Folkeparti,Bente Paulli,000000000000000
47,assens,I,Liberal Alliance,Jimmy Steen Eriksen,545512314453541
47,assens,I,Liberal Alliance,Ken Nørregaard,444444433443451
47,assens,I,Liberal Alliance,Martin Schmidt,435514424455451
47,assens,O,Dansk Folkeparti,Jens Henrik W. Thulesen Dahl,121434413214422
47,assens,O,Dansk Folkeparti,Betina Signe Stick,312335412413511
47,assens,O,Dansk Folkeparti,Hans Bjergegaard,000000000000000
47,assens,O,Dansk Folkeparti,Thomas Emiliussen-Broberg,252355425315542
47,assens,O,Dansk Folkeparti,Mike Maarup,224355325323442
47,assens,O,Dansk Folkeparti,Tage Kiltang Bartholin,000000000000000
47,assens,O,Dansk Folkeparti,Lars Kolling,141445515415522
47,assens,O,Dansk Folkeparti,John Kolbæk Kristensen,121415415324433
47,assens,O,Dansk Folkeparti,Kjeld Frydenlund,511224214214241
47,assens,O,Dansk Folkeparti,Preben Find Madsen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Søren Steen Andersen,432453543144441
47,assens,V,"Venstre, Danmarks Liberale Parti",Dan Gørtz Jørgensen,114044522002442
47,assens,V,"Venstre, Danmarks Liberale Parti",Nikolaj Henriksen,454412242413551
47,assens,V,"Venstre, Danmarks Liberale Parti",Lars Kristian Pedersen,333433403333431
47,assens,V,"Venstre, Danmarks Liberale Parti",Pia Offer Madsen,354444424452452
47,assens,V,"Venstre, Danmarks Liberale Parti",Henrik Mott Frandsen,454541524435443
47,assens,V,"Venstre, Danmarks Liberale Parti",Karin Christiansen,222245531133353
47,assens,V,"Venstre, Danmarks Liberale Parti",Henning Jensen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Rie Nielsen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Knud Søby,215422523244521
47,assens,V,"Venstre, Danmarks Liberale Parti",Jens Jakobsen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Ib Jensen,313344224143521
47,assens,V,"Venstre, Danmarks Liberale Parti",Erik Klindt Andersen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Tine Grau Poulsen,351445511355552
47,assens,V,"Venstre, Danmarks Liberale Parti",Lars Tastum Madsen,452454434252452
47,assens,V,"Venstre, Danmarks Liberale Parti",Sarah Lundsberg,432244423442353
47,assens,V,"Venstre, Danmarks Liberale Parti",Jan Klausen,324542434344521
47,assens,V,"Venstre, Danmarks Liberale Parti",Jeanette Stage Pedersen,342354533143441
47,assens,V,"Venstre, Danmarks Liberale Parti",Henrik Bonnerup-Kjær,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Søren Edlefsen,442555423144534
47,assens,V,"Venstre, Danmarks Liberale Parti",Jørgen Nyberg Larsen,333553332143451
47,assens,V,"Venstre, Danmarks Liberale Parti",Henrik Jørgensen,423442433244443
47,assens,V,"Venstre, Danmarks Liberale Parti",Marianne Therp,323412343245333
47,assens,V,"Venstre, Danmarks Liberale Parti",Søren Fisker Olesen,234445421254421
47,assens,V,"Venstre, Danmarks Liberale Parti",Torben Poulsen,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Janni Hoel,000000000000000
47,assens,V,"Venstre, Danmarks Liberale Parti",Steen-Ove Teisner,454544544155541
47,assens,Ø,Enhedslisten - De Rød-Grønne,Malene Rye ,113545552415155
47,assens,Ø,Enhedslisten - De Rød-Grønne,Kaj Alstrup,121455551115155
47,assens,Ø,Enhedslisten - De Rød-Grønne,Rune Biskopstö Christensen,111355443225145
47,assens,Ø,Enhedslisten - De Rød-Grønne,Line Mex-Jørgensen,000000000000000
47,assens,Ø,Enhedslisten - De Rød-Grønne,Gert Jacobsen,000000000000000
47,assens,Ø,Enhedslisten - De Rød-Grønne,Poul Aksel Poulsen,131115522114154
47,assens,Ø,Enhedslisten - De Rød-Grønne,Henrik Frydenborg,000000000000000
47,assens,Å,Alternativet,Michael Plauborg,133515553155355
47,assens,Å,Alternativet,Henrik Storm Tegtmeier,241555551125155
2,ballerup,A,Socialdemokratiet,Jesper Würtzen,222342422224324
2,ballerup,A,Socialdemokratiet,Peter Als,222244432234334
2,ballerup,A,Socialdemokratiet,Lolan Marianne Ottesen,000000000000000
2,ballerup,A,Socialdemokratiet,Charlotte Holtermann,121355422115454
2,ballerup,A,Socialdemokratiet,Per Mortensen,131244432245224
2,ballerup,A,Socialdemokratiet,Helle Hardø Tiedemann,111255421125445
2,ballerup,A,Socialdemokratiet,Maria Lundahl Assov,122334342143243
2,ballerup,A,Socialdemokratiet,Irene Jørgensen,141244332223344
2,ballerup,A,Socialdemokratiet,Bjarne Rasmussen,422354442124413
2,ballerup,A,Socialdemokratiet,Musa Kekec,212354232235234
2,ballerup,A,Socialdemokratiet,Morten Andersson,224445551144244
2,ballerup,A,Socialdemokratiet,Jack Nør Christensen,111551315355554
2,ballerup,A,Socialdemokratiet,Johan Müller,242254431124224
2,ballerup,A,Socialdemokratiet,Dennis Sørensen,121155541135455
2,ballerup,A,Socialdemokratiet,Erling Andersen,141254332114332
2,ballerup,A,Socialdemokratiet,Peter Schou,123255532114354
2,ballerup,A,Socialdemokratiet,Anja Holtze,441255424145425
2,ballerup,A,Socialdemokratiet,Özcan Kizilkaya,411555251155535
2,ballerup,A,Socialdemokratiet,Mustafa Deveci,352555523145335
2,ballerup,A,Socialdemokratiet,Michael Brønd,113355335014411
2,ballerup,A,Socialdemokratiet,Martin Høyer Rasmussen,321445421115254
2,ballerup,B,Radikale Venstre,Lene Knuppel Andersen,341455551325134
2,ballerup,B,Radikale Venstre,Sanne Fandrup,441555351153124
2,ballerup,B,Radikale Venstre,Annette Randløv,243454233123344
2,ballerup,B,Radikale Venstre,Jørgen Juel Bragge,000000000000000
2,ballerup,B,Radikale Venstre,Tina Fischer,000000000000000
2,ballerup,B,Radikale Venstre,Jens Rikardt Andersen,251545551155455
2,ballerup,C,Det Konservative Folkeparti,Allan Kristensen,435533514341552
2,ballerup,C,Det Konservative Folkeparti,Karsten Kriegel,445422315451551
2,ballerup,C,Det Konservative Folkeparti,Morten Løgager,545445553445421
2,ballerup,C,Det Konservative Folkeparti,Lis Folke Christensen,453355313355543
2,ballerup,C,Det Konservative Folkeparti,Klaus Alsted,545511431254551
2,ballerup,C,Det Konservative Folkeparti,Hashini Manjula,000000000000000
2,ballerup,D,Nye Borgerlige,Lone Madsen,525545115353345
2,ballerup,D,Nye Borgerlige,Per Jensen Sørensen,131121411342551
2,ballerup,D,Nye Borgerlige,Steen Normind,545534315353231
2,ballerup,F,SF - Socialistisk Folkeparti,Ulrik Falk-Sørensen,451435251325124
2,ballerup,F,SF - Socialistisk Folkeparti,Birte Kramhøft,111345451124145
2,ballerup,F,SF - Socialistisk Folkeparti,Niels Erik Overgaard,000000000000000
2,ballerup,F,SF - Socialistisk Folkeparti,Gitte B. Lillelund,000000000000000
2,ballerup,F,SF - Socialistisk Folkeparti,Thorkild Krejberg,111154451124135
2,ballerup,F,SF - Socialistisk Folkeparti,Kirsten Eilers,000000000000000
2,ballerup,F,SF - Socialistisk Folkeparti,Henning Sand Christensen,000000000000000
2,ballerup,F,SF - Socialistisk Folkeparti,Peter Andersen,000000000000000
2,ballerup,I,Liberal Alliance,Mikkel Kruse,545511413551341
2,ballerup,I,Liberal Alliance,Mads Plesner ,555511515155551
2,ballerup,O,Dansk Folkeparti,Birgitte Dahl,000000000000000
2,ballerup,O,Dansk Folkeparti,Michael Jensen,213155315235433
2,ballerup,O,Dansk Folkeparti,Tommy Kronbøl,233335315324442
2,ballerup,O,Dansk Folkeparti,Jette Meinertz,223255315345255
2,ballerup,O,Dansk Folkeparti,Kasper Sørmer-Sørensen,241245415124541
2,ballerup,O,Dansk Folkeparti,Rune K. Wegge,443455212511155
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Kåre Harder Olesen,525512214412521
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Mikael Wandel,425542433444444
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Jacob Wøhler Jørgensen,435524432452542
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Christian Skjæran,445543323444522
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Sussie Wandel,445544224244444
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Marie Louise Kielberg-Bæk,435544433423532
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Allan Franck Ottosen,115445132343441
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Ann Søgård Jensen,000000000000000
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Niels Preysz,000000000000000
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Birger Praetorius,000000000000000
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Jens Winding Sloth,000000000000000
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Nina Skaarup,445454424342411
2,ballerup,V,"Venstre, Danmarks Liberale Parti",Kim Larsen,000000000000000
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Muhammad Ali Abbasi,122555453145155
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Stine Rahbek Pedersen,133335551135355
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Toke Solvind,121245454145255
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Martha Kristensen,122234451124255
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Thomas Fogh,111555551115354
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Bjarke Friborg,000000000000000
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Emil Solvind,121144552114154
2,ballerup,Ø,Enhedslisten - De Rød-Grønne,Susanne Hegelund,113000000000000
2,ballerup,Å,Alternativet,Klaus Kassow,141455531115155
